country,Timestamp,GHI,DNI,DHI,RH,WS
benin,2021-11-01 15:00:00,783.74,324.40332,461.405,74.564995,2.5983331
benin,2021-11-01 16:00:00,769.54,322.1717,437.16,69.420006,2.6433334
benin,2021-11-01 17:00:00,713.335,331.40332,378.23,66.885,3.135
benin,2021-11-01 18:00:00,388.07666,31.553335,354.53836,71.04833,2.8149998
benin,2021-11-01 19:00:00,231.51334,51.219997,180.30333,84.221664,2.5033333
benin,2021-11-01 20:00:00,0.123333335,0.0033333334,0.0,99.420006,2.5716667
benin,2021-11-01 21:00:00,0.0,0.0,0.0,99.706665,0.44833332
benin,2021-11-01 22:00:00,0.0,0.0,0.0,99.82667,0.57666665
benin,2021-11-01 23:00:00,0.0,0.0,0.0,99.793335,0.995
benin,2021-11-02 00:00:00,0.0,0.0,0.0,99.72834,1.1333333
benin,2021-11-02 01:00:00,0.0,0.0,0.0,99.63667,0.59000003
benin,2021-11-02 02:00:00,0.0,0.0050000004,0.0,99.53166,2.4616666
benin,2021-11-02 03:00:00,0.0,0.0,0.0,99.52166,1.0033333
benin,2021-11-02 04:00:00,0.0,0.0,0.0,99.845,0.09166667
benin,2021-11-02 05:00:00,0.0,0.0,0.0,99.42667,0.72999996
benin,2021-11-02 06:00:00,0.0,0.0,0.0,99.604996,0.058333334
benin,2021-11-02 07:00:00,0.0,0.0,0.0,100.0,0.018333334
benin,2021-11-02 08:00:00,0.0,0.0,0.0,100.0,0.0
benin,2021-11-02 09:00:00,4.8566666,0.0,5.15,100.0,0.0
benin,2021-11-02 10:00:00,62.728333,0.275,62.868336,99.918335,0.0
benin,2021-11-02 11:00:00,105.27586,0.56551725,105.329315,98.63621,0.40862072
benin,2021-11-02 12:00:00,230.10352,1.5894736,229.71404,95.81754,1.045614
benin,2021-11-02 13:00:00,265.7352,1.1851852,263.99445,94.16296,3.2129629
benin,2021-11-02 14:00:00,249.68275,0.79482764,248.81552,91.1,3.3706896
benin,2021-11-02 15:00:00,356.76834,1.9816667,353.8283,86.99167,3.4633334
benin,2021-11-02 16:00:00,730.2167,233.63167,503.31833,79.24333,3.3766668
benin,2021-11-02 17:00:00,617.14667,209.20334,431.79166,74.75,2.78
benin,2021-11-02 18:00:00,255.92833,2.5600002,252.84166,75.55666,1.9150001
benin,2021-11-02 19:00:00,274.275,123.57333,217.98,73.90833,1.5133334
benin,2021-11-02 20:00:00,79.954994,20.415,73.43,79.458336,1.6466668
benin,2021-11-02 21:00:00,9.111667,2.6416667,8.835,85.44833,0.07666667
benin,2021-11-02 22:00:00,0.0,0.0,0.0,93.72667,0.0
benin,2021-11-02 23:00:00,0.0,0.0,0.0,96.07166,0.083333336
benin,2021-11-03 00:00:00,0.0,0.0,0.0,97.27333,1.185
benin,2021-11-03 01:00:00,0.0,0.0,0.0,97.515,0.62833333
benin,2021-11-03 02:00:00,0.0,0.0,0.0,96.810005,1.7166667
benin,2021-11-03 03:00:00,0.0,0.0,0.0,97.90833,1.7816666
benin,2021-11-03 04:00:00,0.0,0.0,0.0,96.54,1.9150001
benin,2021-11-03 05:00:00,0.0,0.0,0.0,96.93833,0.24833335
benin,2021-11-03 06:00:00,0.0,0.0,0.0,99.51,0.108333334
benin,2021-11-03 07:00:00,0.0,0.0,0.0,99.87,0.42333332
benin,2021-11-03 08:00:00,0.32372883,0.0,0.32372883,99.11356,1.2779661
benin,2021-11-03 09:00:00,54.46111,22.653704,47.935184,98.66481,0.6092593
benin,2021-11-03 10:00:00,239.1,235.88597,155.42632,93.80526,0.34561405
benin,2021-11-03 11:00:00,454.7357,406.32858,223.08751,85.76786,0.97499996
benin,2021-11-03 12:00:00,652.8839,542.69464,245.81429,78.38928,1.4196428
benin,2021-11-03 13:00:00,826.25934,640.13385,255.94067,69.53559,1.9576272
benin,2021-11-03 14:00:00,933.7091,662.1818,282.3218,63.04182,2.3236365
benin,2021-11-03 15:00:00,977.16614,637.3475,326.91187,58.99322,2.0084746
benin,2021-11-03 16:00:00,899.68665,479.78168,420.03836,56.535,1.6683333
benin,2021-11-03 17:00:00,800.925,545.835,310.845,57.04667,1.7383333
benin,2021-11-03 18:00:00,620.8367,465.95502,270.22665,57.798332,1.4383334
benin,2021-11-03 19:00:00,423.595,395.22168,200.88834,59.141666,1.3016666
benin,2021-11-03 20:00:00,194.21832,176.02834,131.0,64.12,1.56
benin,2021-11-03 21:00:00,33.191666,15.485001,30.496668,73.25667,0.40166667
benin,2021-11-03 22:00:00,0.0,0.0,0.0,81.64167,0.79
benin,2021-11-03 23:00:00,0.0,0.0,0.0,84.12,0.9433333
benin,2021-11-04 00:00:00,0.0,0.0,0.0,88.365,0.14666668
benin,2021-11-04 01:00:00,0.0,0.0,0.0,90.96,0.5516666
benin,2021-11-04 02:00:00,0.0,0.0,0.0,88.60334,0.41666666
benin,2021-11-04 03:00:00,0.0,0.0,0.0,91.528336,0.105000004
benin,2021-11-04 04:00:00,0.0,0.0,0.0,92.49167,0.1
benin,2021-11-04 05:00:00,0.0,0.0,0.0,89.18833,0.43666667
benin,2021-11-04 06:00:00,0.0,0.0,0.0,91.74333,0.35833332
benin,2021-11-04 07:00:00,0.0,0.0,0.0,94.125,1.105
benin,2021-11-04 08:00:00,0.0,0.0,0.0,95.845,1.935
benin,2021-11-04 09:00:00,14.249153,0.54745764,14.033898,94.96271,2.5457628
benin,2021-11-04 10:00:00,145.28214,99.30178,113.10893,90.85,2.2625
benin,2021-11-04 11:00:00,305.7707,171.54138,213.75345,85.50862,1.9810345
benin,2021-11-04 12:00:00,530.3722,329.10553,294.97778,80.79074,2.6666667
benin,2021-11-04 13:00:00,744.9786,459.25,350.21783,71.89643,3.0964284
benin,2021-11-04 14:00:00,807.5932,397.6,421.0288,65.84068,2.7
benin,2021-11-04 15:00:00,771.88165,314.54,446.49167,61.303333,3.4
benin,2021-11-04 16:00:00,826.4684,398.67334,423.95,58.2,3.8783333
benin,2021-11-04 17:00:00,794.83,449.0783,381.48834,56.708332,4.0066667
benin,2021-11-04 18:00:00,596.2184,404.56833,281.55167,58.643333,3.9066665
benin,2021-11-04 19:00:00,437.62,408.39334,198.14667,57.713333,3.4766667
benin,2021-11-04 20:00:00,248.67833,319.08664,132.09,59.646667,3.16
benin,2021-11-04 21:00:00,52.811665,88.810005,36.77333,67.645,1.39
benin,2021-11-04 22:00:00,0.021666668,0.0,0.025,77.13,0.145
benin,2021-11-04 23:00:00,0.0,0.0,0.0,82.745,0.73333335
benin,2021-11-05 00:00:00,0.0,0.0,0.0,87.525,0.6566667
benin,2021-11-05 01:00:00,0.0,0.0,0.0,88.996666,0.008333334
benin,2021-11-05 02:00:00,0.0,0.0,0.0,90.583336,0.42000002
benin,2021-11-05 03:00:00,0.0,0.0,0.0,90.51333,0.25833333
benin,2021-11-05 04:00:00,0.0,0.0,0.0,90.10167,0.5816667
benin,2021-11-05 05:00:00,0.0,0.0,0.0,93.08833,0.755
benin,2021-11-05 06:00:00,0.0,0.0,0.0,91.555,1.5966667
benin,2021-11-05 07:00:00,0.0,0.0,0.0,88.541664,0.8983334
benin,2021-11-05 08:00:00,0.0,0.0,0.0,86.564995,0.96666664
benin,2021-11-05 09:00:00,3.5017242,0.0,3.489655,89.81207,0.3689655
benin,2021-11-05 10:00:00,30.341381,0.029310346,30.224138,91.44827,1.4499999
benin,2021-11-05 11:00:00,35.315517,0.0862069,35.094826,90.35,1.6586206
benin,2021-11-05 12:00:00,152.38164,0.66734695,151.5898,85.82653,0.07755102
benin,2021-11-05 13:00:00,368.06793,7.74151,359.82074,79.881134,0.75094336
benin,2021-11-05 14:00:00,294.94287,0.30357143,292.74643,83.20893,2.7285714
benin,2021-11-05 15:00:00,234.365,0.24833335,231.84001,82.558334,3.7183335
benin,2021-11-05 16:00:00,345.66345,1.0923077,341.3058,81.39423,3.396154
benin,2021-11-05 17:00:00,439.9254,5.059322,431.4,76.679665,3.2949152
benin,2021-11-05 18:00:00,499.11667,82.51833,425.065,74.36,2.865
benin,2021-11-05 19:00:00,411.7,282.11166,236.20166,72.278336,2.3066666
benin,2021-11-05 20:00:00,345.67334,432.49002,165.435,71.63167,1.885
benin,2021-11-05 21:00:00,96.028336,216.75166,52.32333,74.03166,0.28166667
benin,2021-11-05 22:00:00,2.1816666,1.0233333,2.1066668,82.68667,0.040000003
benin,2021-11-05 23:00:00,0.0,0.0,0.0,88.39,0.0
benin,2021-11-06 00:00:00,0.0,0.0,0.0,92.685005,0.0
benin,2021-11-06 01:00:00,0.0,0.0,0.0,94.66333,0.0
benin,2021-11-06 02:00:00,0.0,0.0,0.0,95.333336,0.0
benin,2021-11-06 03:00:00,0.0,0.0,0.0,95.043335,0.14166667
benin,2021-11-06 04:00:00,0.0,0.0016666667,0.0,89.2,4.2766666
benin,2021-11-06 05:00:00,0.0,0.0,0.0,90.015,3.0133333
benin,2021-11-06 06:00:00,0.0,0.0,0.0,92.65833,1.1466668
benin,2021-11-06 07:00:00,0.0,0.0,0.0,94.253334,0.27166665
benin,2021-11-06 08:00:00,0.0,0.0,0.0,94.58475,0.045762714
benin,2021-11-06 09:00:00,6.8135595,0.0,6.7881355,96.93729,0.0
benin,2021-11-06 10:00:00,62.64833,0.09333334,62.361668,94.354996,0.0
benin,2021-11-06 11:00:00,196.43703,24.116667,182.5963,90.60556,0.0
benin,2021-11-06 12:00:00,351.88773,25.796492,331.2386,80.91228,0.5649123
benin,2021-11-06 13:00:00,437.3151,33.683018,408.30945,75.68868,1.8094339
benin,2021-11-06 14:00:00,590.01697,59.73559,527.3865,66.25085,2.1101694
benin,2021-11-06 15:00:00,586.94403,123.78305,454.1983,64.200005,2.2271185
benin,2021-11-06 16:00:00,405.86166,4.786667,397.6,66.810005,2.0616667
benin,2021-11-06 17:00:00,424.43002,5.6816664,416.83664,66.945,1.4933333
benin,2021-11-06 18:00:00,352.67667,45.27833,321.25998,70.066666,0.96500003
benin,2021-11-06 19:00:00,209.36,11.4366665,202.805,70.13833,0.74
benin,2021-11-06 20:00:00,145.4,131.425,106.775,74.293335,0.42666668
benin,2021-11-06 21:00:00,8.231667,0.0050000004,8.1883335,80.098335,0.053333335
benin,2021-11-06 22:00:00,0.0,0.0,0.0,86.564995,0.45499998
benin,2021-11-06 23:00:00,0.0,0.0,0.0,88.84334,0.7
benin,2021-11-07 00:00:00,0.0,0.0,0.0,90.51667,0.78333336
benin,2021-11-07 01:00:00,0.0,0.0,0.0,93.1,0.08166667
benin,2021-11-07 02:00:00,0.0,0.0,0.0,95.10334,0.0
benin,2021-11-07 03:00:00,0.0,0.0,0.0,95.84334,0.010000001
benin,2021-11-07 04:00:00,0.0,0.0,0.0,97.09167,0.09
benin,2021-11-07 05:00:00,0.0,0.0,0.0,97.77,1.3183333
benin,2021-11-07 06:00:00,0.0,0.0,0.0,98.40833,0.32000002
benin,2021-11-07 07:00:00,0.0,0.0,0.0,98.331665,0.275
benin,2021-11-07 08:00:00,0.08833334,0.0,0.09666667,98.57166,0.26500002
benin,2021-11-07 09:00:00,66.35333,110.795006,44.555,98.229996,0.0
benin,2021-11-07 10:00:00,281.01526,438.90677,115.33221,87.92881,0.5135593
benin,2021-11-07 11:00:00,506.45282,608.1434,148.77359,82.95849,1.3566039
benin,2021-11-07 12:00:00,692.31506,682.0075,174.69623,76.87736,2.0867925
benin,2021-11-07 13:00:00,830.8649,644.75616,248.39648,71.4193,1.168421
benin,2021-11-07 14:00:00,989.0054,673.49646,321.41965,62.389286,1.2660714
benin,2021-11-07 15:00:00,641.3467,242.405,390.83334,61.41,1.2766666
benin,2021-11-07 16:00:00,974.72833,714.46,284.00998,57.858334,1.94
benin,2021-11-07 17:00:00,728.4,525.55,269.51166,53.275,2.22
benin,2021-11-07 18:00:00,204.72833,29.521666,181.19167,57.325,1.9483334
benin,2021-11-07 19:00:00,108.10667,0.010000001,107.37333,70.810005,3.7366667
benin,2021-11-07 20:00:00,58.155003,0.008333334,57.883335,74.770004,4.108333
benin,2021-11-07 21:00:00,4.1516666,0.0,4.1766667,81.221664,3.8816667
benin,2021-11-07 22:00:00,0.0,0.0,0.0,95.88833,4.463333
benin,2021-11-07 23:00:00,0.0,0.0,0.0,96.295006,2.76
benin,2021-11-08 00:00:00,0.0,0.0,0.0,96.295006,2.6383333
benin,2021-11-08 01:00:00,0.0,0.0,0.0,98.329994,0.81166667
benin,2021-11-08 02:00:00,0.0,0.0,0.0,95.80334,1.4699999
benin,2021-11-08 03:00:00,0.0,0.0,0.0,97.24333,1.0566667
benin,2021-11-08 04:00:00,0.0,0.0,0.0,98.61,0.69666666
benin,2021-11-08 05:00:00,0.0,0.0,0.0,99.21834,0.87333333
benin,2021-11-08 06:00:00,0.0,0.0,0.0,98.51333,1.56
benin,2021-11-08 07:00:00,0.0,0.0,0.0,98.47667,0.415
benin,2021-11-08 08:00:00,20.403332,3.49,19.786665,98.38,0.71500003
benin,2021-11-08 09:00:00,151.82858,60.80714,130.49464,95.450005,0.66964287
benin,2021-11-08 10:00:00,327.54642,163.69286,237.84999,89.082146,0.75
